step,transaction_type,amount,nameorig,oldbalanceorg,newbalanceorig,namedest,oldbalancedest,newbalancedest,isfraud,isflaggedfraud
18,CASH_OUT,252924.91,C775451525,0.00,0.00,C1171150478,1115964.44,1534992.80,0,0
254,PAYMENT,5680.27,C1849158829,42501.00,36820.73,M1030960579,0.00,0.00,0,0
381,PAYMENT,4885.75,C852492513,0.00,0.00,M736851237,0.00,0.00,0,0
236,CASH_IN,45932.40,C1823237953,60778.28,106710.68,C1279086314,4483744.62,4437812.22,0,0
44,PAYMENT,14305.07,C1083954174,0.00,0.00,M1211248545,0.00,0.00,0,0
346,PAYMENT,2437.75,C460228263,0.00,0.00,M1969809505,0.00,0.00,0,0
526,CASH_OUT,8806.07,C435973684,0.00,0.00,C2126217921,4130748.84,4139554.91,0,0
376,CASH_OUT,98110.59,C201519111,0.00,0.00,C1461660907,134798.70,232909.29,0,0
185,CASH_OUT,574560.18,C2143596358,11446.00,0.00,C972167001,0.00,574560.18,0,0
230,TRANSFER,1474038.14,C862585851,0.00,0.00,C1007876221,7497674.03,8971712.17,0,0
306,TRANSFER,324891.95,C1723799943,298165.00,0.00,C2114932244,0.00,324891.95,0,0
188,CASH_IN,93372.08,C1369732723,22458.00,115830.08,C226691422,0.00,0.00,0,0
405,PAYMENT,6950.17,C356403239,65361.69,58411.53,M1835984958,0.00,0.00,0,0
355,PAYMENT,21679.11,C1768057265,0.00,0.00,M437707690,0.00,0.00,0,0
161,PAYMENT,3884.41,C14106100,31851.00,27966.59,M872971327,0.00,0.00,0,0
280,CASH_IN,270164.79,C1703234196,6215741.14,6485905.94,C632504280,612368.10,342203.30,0,0
14,PAYMENT,13200.28,C1331789458,0.00,0.00,M1184885353,0.00,0.00,0,0
239,PAYMENT,16472.38,C709466668,0.00,0.00,M1530874481,0.00,0.00,0,0
185,TRANSFER,1388536.03,C1794495132,41711.00,0.00,C481341373,756626.70,2145162.73,0,0
131,CASH_OUT,317468.28,C500447173,3845.00,0.00,C2036177921,356336.47,673804.74,0,0
134,CASH_IN,89571.32,C1380307129,13534035.46,13623606.78,C1033267883,155130.75,65559.43,0,0
256,PAYMENT,14924.47,C1894205249,10360.00,0.00,M1473373297,0.00,0.00,0,0
35,CASH_OUT,108863.09,C1109574437,0.00,0.00,C1774840370,283942.36,392805.45,0,0
208,PAYMENT,3709.19,C503976392,56856.00,53146.81,M580675467,0.00,0.00,0,0
163,CASH_IN,7816.92,C310619569,11811204.19,11819021.11,C735242754,450202.39,442385.47,0,0
347,CASH_OUT,296506.28,C1714814491,2032.00,0.00,C703599587,0.00,296506.28,0,0
33,CASH_IN,201009.94,C641139620,51609.00,252618.94,C2054044587,1088.91,0.00,0,0
134,CASH_IN,20277.26,C1130841711,8105592.05,8125869.31,C1854305896,1612240.07,1591962.81,0,0
348,PAYMENT,3299.15,C37239678,276625.71,273326.56,M147309134,0.00,0.00,0,0
37,CASH_OUT,51755.62,C2136308085,20260.00,0.00,C2114468812,0.00,51755.62,0,0
276,TRANSFER,297387.42,C831771705,0.00,0.00,C589264817,374630.81,672018.23,0,0
323,CASH_IN,418267.73,C307764147,715419.94,1133687.67,C1350285443,3368304.93,2950037.20,0,0
161,PAYMENT,4216.15,C1979834059,0.00,0.00,M1335172531,0.00,0.00,0,0
275,CASH_OUT,610666.54,C1059801209,0.00,0.00,C1287037770,705511.34,1316177.88,0,0
282,CASH_OUT,161787.29,C1098177140,48670.00,0.00,C1756123517,888464.95,1050252.24,0,0
131,CASH_IN,477367.85,C1763805374,103357.00,580724.85,C1123825941,661314.49,183946.63,0,0
17,CASH_IN,372141.37,C1820859879,52385.00,424526.37,C399699227,0.00,0.00,0,0
348,CASH_IN,124373.72,C1191518730,50556.00,174929.72,C2042600093,7303376.08,7179002.36,0,0
166,PAYMENT,26352.03,C974851640,440.00,0.00,M455619121,0.00,0.00,0,0
249,CASH_OUT,87363.15,C1502327723,94027.00,6663.85,C720781011,0.00,87363.15,0,0
686,CASH_IN,285384.47,C417963677,3868186.90,4153571.37,C1687304891,632129.95,346745.48,0,0
281,PAYMENT,3540.51,C1840902147,0.00,0.00,M1878669468,0.00,0.00,0,0
38,CASH_IN,316021.86,C1853149181,8108791.78,8424813.64,C1164128097,489296.72,173274.86,0,0
398,CASH_OUT,59596.31,C87365971,41310.00,0.00,C1474886553,6333504.71,6393101.02,0,0
190,CASH_IN,177645.04,C1793039838,1194570.93,1372215.97,C1860114073,1209597.39,1031952.35,0,0
617,TRANSFER,406754.75,C317724620,0.00,0.00,C226494584,503289.06,910043.81,0,0
378,PAYMENT,3016.78,C214795261,0.00,0.00,M1571673826,0.00,0.00,0,0
212,CASH_OUT,27814.65,C1873249953,853202.00,825387.35,C2033875224,0.00,27814.65,0,0
178,CASH_OUT,558985.14,C875911091,0.00,0.00,C1813545447,3870583.56,4429568.70,0,0
397,CASH_OUT,386757.36,C1889712898,109800.37,0.00,C1397674903,2608295.31,2995052.67,0,0
134,PAYMENT,8472.05,C1372593769,0.00,0.00,M616695303,0.00,0.00,0,0
12,CASH_OUT,516161.26,C1077754768,35570.00,0.00,C602524469,0.00,1385895.67,0,0
396,TRANSFER,118958.99,C1666970531,56085.00,0.00,C1799646217,1248528.61,1367487.60,0,0
355,CASH_OUT,236507.25,C1065614451,10202.00,0.00,C594910626,295618.91,532126.16,0,0
332,PAYMENT,5791.27,C224700644,165709.00,159917.73,M402189159,0.00,0.00,0,0
14,TRANSFER,463431.88,C1851014501,76019.47,0.00,C1215688355,1580155.91,1803491.42,0,0
348,CASH_IN,281427.80,C2113086054,16163.00,297590.80,C2003074171,0.00,0.00,0,0
692,CASH_OUT,76878.72,C507317008,24926.00,0.00,C252737831,0.00,76878.72,0,0
34,CASH_OUT,104572.72,C289103589,0.00,0.00,C427913299,1311264.51,1415837.23,0,0
405,CASH_IN,291102.44,C718293153,12874853.36,13165955.79,C812813178,726255.92,435153.48,0,0
36,PAYMENT,4335.50,C678434988,1175518.12,1171182.62,M422055499,0.00,0.00,0,0
209,CASH_OUT,114438.02,C1712772754,0.00,0.00,C669485226,630584.80,745022.82,0,0
275,CASH_IN,125917.04,C798088689,92435.00,218352.04,C1179452909,0.00,0.00,0,0
36,CASH_OUT,344031.08,C1797814482,0.00,0.00,C1987845106,454058.94,863892.88,0,0
402,CASH_OUT,195024.88,C1847053475,0.00,0.00,C870642309,2807456.66,3002481.54,0,0
162,CASH_OUT,396115.29,C1513154680,164004.96,0.00,C1013752838,1964274.04,2360389.33,0,0
302,PAYMENT,40179.23,C2118736556,41179.90,1000.67,M1872531215,0.00,0.00,0,0
328,PAYMENT,7015.48,C2083094705,0.00,0.00,M1485254504,0.00,0.00,0,0
331,CASH_OUT,137645.42,C1435002670,0.00,0.00,C749727371,296594.81,434240.23,0,0
42,CASH_IN,96949.25,C258772137,339470.17,436419.42,C1903299076,10110392.90,9926663.26,0,0
525,CASH_OUT,131265.09,C1237065245,0.00,0.00,C1782583753,335256.03,466521.12,0,0
393,CASH_OUT,22532.50,C1622784861,0.00,0.00,C1276836512,2825861.61,2848394.10,0,0
255,PAYMENT,13984.14,C1902070910,124125.00,110140.86,M366260488,0.00,0.00,0,0
191,CASH_IN,304315.06,C2090430120,3231900.63,3536215.68,C1899369186,1582641.43,1278326.38,0,0
34,CASH_OUT,234658.14,C900834520,0.00,0.00,C753084282,5510285.28,5744943.42,0,0
206,CASH_OUT,170965.80,C2009425806,0.00,0.00,C1579116488,281330.49,452296.29,0,0
399,CASH_OUT,445939.96,C1910952075,105802.06,0.00,C1504471418,514041.99,959981.95,0,0
136,CASH_OUT,341348.82,C619503877,11193.00,0.00,C78561765,4442075.27,4783424.09,0,0
179,CASH_OUT,67237.27,C445027270,184575.00,117337.73,C287319431,49473.26,116710.52,0,0
350,CASH_OUT,221885.31,C1234268871,46110.00,0.00,C333432036,265315.56,487200.87,0,0
189,CASH_OUT,29711.79,C225355267,5174.00,0.00,C1473363457,1037260.93,1066972.72,0,0
129,CASH_IN,222459.40,C1824098849,215542.00,438001.40,C285822730,625668.81,403209.40,0,0
184,CASH_OUT,150988.94,C876818202,19543.00,0.00,C777212049,20706.67,493776.16,0,0
254,CASH_OUT,190862.04,C1146595035,0.00,0.00,C294254441,620749.87,811611.91,0,0
309,PAYMENT,25539.04,C720950732,261591.30,236052.26,M205667056,0.00,0.00,0,0
349,CASH_OUT,578092.37,C1399223359,331157.00,0.00,C1053624330,578276.95,1201500.99,0,0
249,CASH_IN,198057.47,C1032695239,1076.00,199133.47,C1481193175,1322591.48,1124534.02,0,0
11,CASH_OUT,23242.81,C1312117858,0.00,0.00,C1065016584,27730.43,50973.24,0,0
681,CASH_OUT,153787.94,C509453604,224.00,0.00,C1725838501,1612739.32,1766527.26,0,0
140,PAYMENT,5544.07,C1360057752,0.00,0.00,M1939006097,0.00,0.00,0,0
41,CASH_OUT,112448.65,C804816866,11400.87,0.00,C439057287,137660.15,250108.80,0,0
280,TRANSFER,532197.73,C2119197266,34291.48,0.00,C2006264122,1189639.94,1721837.67,0,0
407,TRANSFER,167590.37,C1108325001,0.00,0.00,C1688074482,320864.39,488454.76,0,0
119,CASH_OUT,115680.63,C1578108324,0.00,0.00,C1323492764,318580.60,434261.23,0,0
357,PAYMENT,31397.66,C768048204,0.00,0.00,M1584550004,0.00,0.00,0,0
402,CASH_OUT,112119.89,C1343002017,104679.00,0.00,C1106500478,386598.73,498718.62,0,0
396,CASH_OUT,400302.42,C80617493,41973.00,0.00,C1777049691,0.00,400302.42,0,0
143,TRANSFER,2314217.16,C1174779062,0.00,0.00,C1904349935,5900241.00,8214458.15,0,0
280,PAYMENT,27657.55,C812232520,0.00,0.00,M1395861591,0.00,0.00,0,0
249,TRANSFER,184612.60,C900416127,0.00,0.00,C2025830734,1227371.03,1411983.63,0,0
408,PAYMENT,16019.38,C547439707,0.00,0.00,M160827955,0.00,0.00,0,0
306,PAYMENT,30606.55,C291128149,30528.00,0.00,M385371319,0.00,0.00,0,0
139,CASH_IN,19932.83,C1085580428,6526380.57,6546313.41,C619943491,327098.82,160254.52,0,0
518,PAYMENT,12557.87,C2033842158,10816.00,0.00,M1195504743,0.00,0.00,0,0
187,PAYMENT,3063.07,C1215337179,646934.84,643871.77,M1866980940,0.00,0.00,0,0
140,CASH_IN,313095.45,C1088584505,1687127.69,2000223.14,C2070093961,1033384.63,720289.18,0,0
281,CASH_IN,171868.01,C1638294544,98977.00,270845.01,C1982891331,1286217.31,1114349.30,0,0
133,CASH_OUT,69279.32,C1587537131,231.00,0.00,C648777643,762211.50,1032844.26,0,0
258,CASH_OUT,143946.41,C1033012808,0.00,0.00,C1263706619,1021537.01,1165483.42,0,0
327,TRANSFER,8857362.88,C618601725,143507.00,0.00,C1553075462,0.00,8857362.88,0,0
305,PAYMENT,23788.08,C1183809898,159848.20,136060.13,M83733525,0.00,0.00,0,0
140,PAYMENT,2109.63,C977519004,0.00,0.00,M1820539356,0.00,0.00,0,0
18,CASH_IN,258382.78,C2065383627,9759709.19,10018091.97,C791622286,360460.29,189258.38,0,0
43,CASH_IN,21028.89,C82773319,19261.00,40289.89,C1644877661,0.00,0.00,0,0
13,CASH_IN,95910.58,C753034799,430519.00,526429.58,C1996895586,0.00,0.00,0,0
179,CASH_IN,77504.63,C668704161,96254.00,173758.63,C998797159,243148.60,165643.97,0,0
139,CASH_OUT,66247.90,C1379894935,0.00,0.00,C136314719,536697.91,602945.81,0,0
262,PAYMENT,2346.36,C2057011857,39670.00,37323.64,M1884386120,0.00,0.00,0,0
43,CASH_OUT,111260.54,C2032513759,82751.00,0.00,C203169496,0.00,111260.54,0,0
129,CASH_OUT,261625.42,C1178580957,20258.00,0.00,C798158533,76619.14,338244.56,0,0
163,PAYMENT,26179.01,C2126840453,155194.65,129015.64,M141481861,0.00,0.00,0,0
399,CASH_OUT,261506.38,C997394792,0.00,0.00,C115439226,396955.12,658461.49,0,0
355,PAYMENT,24834.21,C2080359236,21114.00,0.00,M1437722713,0.00,0.00,0,0
545,CASH_IN,82228.81,C1480878182,12353810.75,12436039.57,C1974268081,1491055.07,1408826.26,0,0
283,PAYMENT,7500.18,C1390484362,0.00,0.00,M1752888848,0.00,0.00,0,0
8,PAYMENT,7681.47,C2072710264,1875.67,0.00,M1704541232,0.00,0.00,0,0
297,CASH_OUT,8422.90,C1116541254,1464.00,0.00,C2028861067,117262.23,125685.13,0,0
401,CASH_OUT,21905.09,C49372433,56372.00,34466.91,C1542718566,102978.28,124883.37,0,0
256,PAYMENT,10984.36,C982629359,0.00,0.00,M1245851279,0.00,0.00,0,0
33,CASH_OUT,239933.95,C1226667729,56379.00,0.00,C419549865,0.00,239933.95,0,0
162,CASH_IN,180000.93,C1248129808,2506530.53,2686531.46,C1367172375,2284063.63,2104062.70,0,0
356,CASH_IN,58325.74,C2066863069,10972.00,69297.74,C321420660,348936.47,290610.73,0,0
349,CASH_OUT,18034.05,C814866292,152947.00,134912.95,C774752750,0.00,18034.05,0,0
188,CASH_IN,28366.82,C733979710,3685476.80,3713843.62,C718878448,12248235.51,12219868.69,0,0
275,TRANSFER,873439.14,C932329279,99070.00,0.00,C2068514319,7181.10,880620.24,0,0
274,CASH_IN,102662.89,C2131830502,145349.00,248011.89,C1195333782,0.00,0.00,0,0
287,TRANSFER,3279.86,C295819221,0.00,0.00,C288784957,28483.61,31763.47,0,0
394,CASH_OUT,164067.47,C1415650404,25554.00,0.00,C768244418,0.00,164067.47,0,0
34,CASH_OUT,84133.39,C1547423787,0.00,0.00,C1544898343,160592.56,244725.94,0,0
282,CASH_IN,87347.16,C1518098900,330481.89,417829.05,C187305635,90677.12,3329.96,0,0
299,CASH_IN,21020.00,C1370970251,240.00,21260.00,C1513469651,0.00,0.00,0,0
188,PAYMENT,8023.73,C513513597,0.00,0.00,M1425244823,0.00,0.00,0,0
19,PAYMENT,5182.37,C476338772,303809.00,298626.63,M1647862092,0.00,0.00,0,0
234,CASH_OUT,214973.81,C1253690899,461.00,0.00,C749186348,4167431.56,4382405.38,0,0
19,CASH_IN,25563.29,C141248697,1518645.77,1544209.06,C224958666,1115683.11,1090119.83,0,0
369,PAYMENT,5750.16,C1809679402,11127.00,5376.84,M520420885,0.00,0.00,0,0
154,CASH_IN,114280.10,C2123919700,5784739.10,5899019.20,C441129646,2668846.46,2554566.36,0,0
43,PAYMENT,2064.51,C1017023004,124571.96,122507.45,M1441848967,0.00,0.00,0,0
371,CASH_IN,246975.25,C947753331,3606648.31,3853623.57,C642943466,11619780.50,11372805.25,0,0
43,PAYMENT,3235.72,C247708557,0.00,0.00,M712708842,0.00,0.00,0,0
305,PAYMENT,28780.69,C942008275,0.00,0.00,M68215841,0.00,0.00,0,0
207,CASH_OUT,156914.71,C2033364869,11689.81,0.00,C902385537,1834319.12,1991233.82,0,0
264,CASH_OUT,341366.64,C404444870,0.00,0.00,C1837947900,3592410.62,3933777.26,0,0
330,PAYMENT,144.13,C759061083,0.00,0.00,M2083068654,0.00,0.00,0,0
34,CASH_OUT,299092.06,C899736615,20801.00,0.00,C392981119,1147837.11,1446929.16,0,0
371,PAYMENT,10746.94,C1505955445,0.00,0.00,M962632735,0.00,0.00,0,0
206,PAYMENT,8409.30,C1229474974,21957.00,13547.70,M1543630439,0.00,0.00,0,0
299,CASH_OUT,485160.79,C278940596,0.00,0.00,C1712003741,4611365.42,5096526.21,0,0
177,CASH_OUT,132738.96,C138345934,0.00,0.00,C1783743995,289524.03,652440.38,0,0
162,CASH_OUT,110658.60,C1786673814,0.00,0.00,C1725226256,319711.85,430370.45,0,0
398,PAYMENT,38598.68,C1071813685,0.00,0.00,M1564561719,0.00,0.00,0,0
188,CASH_OUT,207064.80,C167904547,0.00,0.00,C328951344,1969979.69,2177044.50,0,0
345,PAYMENT,6345.49,C1126853228,499591.00,493245.51,M1216798744,0.00,0.00,0,0
357,PAYMENT,30836.63,C811187604,113955.24,83118.61,M257674089,0.00,0.00,0,0
15,CASH_OUT,146426.49,C1337790324,1390497.50,1244071.01,C189100356,1278826.16,1425252.65,0,0
17,CASH_OUT,98491.27,C1122269307,143018.22,44526.95,C587879168,14539049.63,14278880.37,0,0
188,PAYMENT,8947.82,C1740693489,47160.00,38212.18,M807557015,0.00,0.00,0,0
331,CASH_OUT,368436.77,C1965255896,0.00,0.00,C622696751,1564456.14,1932892.92,0,0
178,DEBIT,1379.15,C1478282922,4413.43,3034.28,C1286047119,207428.99,208808.14,0,0
282,PAYMENT,23596.77,C500645268,7340.62,0.00,M1543704093,0.00,0.00,0,0
241,PAYMENT,782.05,C1004582450,11682.00,10899.95,M978372908,0.00,0.00,0,0
350,CASH_OUT,226034.03,C1350417988,1366.00,0.00,C712824559,582858.21,808892.24,0,0
395,CASH_OUT,226693.51,C2099989325,0.00,0.00,C503341275,228685.55,455379.06,0,0
18,CASH_OUT,82598.49,C674708613,128549.00,45950.51,C1678279141,678503.61,761102.10,0,0
157,CASH_IN,290687.94,C655196427,371501.73,662189.66,C1540448538,2341527.42,2050839.48,0,0
185,PAYMENT,11543.49,C486193058,442824.16,431280.67,M1268481065,0.00,0.00,0,0
586,CASH_IN,6472.16,C1794307596,10443.00,16915.16,C2124603182,33152.88,26680.72,0,0
281,CASH_OUT,243400.40,C674360178,19177.00,0.00,C1225853594,2676206.59,2919607.00,0,0
164,PAYMENT,14457.31,C423719753,164642.00,150184.69,M726295747,0.00,0.00,0,0
307,CASH_OUT,195624.74,C1136770143,4.00,0.00,C778176967,6579.51,202204.26,0,0
285,PAYMENT,20014.11,C201126397,20035.00,20.89,M1049923670,0.00,0.00,0,0
250,PAYMENT,61720.17,C1302742174,51745.00,0.00,M1619988466,0.00,0.00,0,0
332,CASH_IN,10195.81,C471244354,315037.00,325232.81,C1869268109,142664.97,132469.16,0,0
16,CASH_IN,295023.04,C678070951,6662.00,301685.04,C428653951,0.00,0.00,0,0
215,PAYMENT,4579.92,C691925150,356018.83,351438.91,M1289151191,0.00,0.00,0,0
209,PAYMENT,25147.06,C1937046167,86110.09,60963.03,M1677762238,0.00,0.00,0,0
94,CASH_OUT,131202.43,C524437425,47581.00,0.00,C2007789303,1187517.65,1318720.08,0,0
208,PAYMENT,8178.03,C424697460,0.00,0.00,M854456388,0.00,0.00,0,0
183,PAYMENT,2123.65,C240017743,0.00,0.00,M314211011,0.00,0.00,0,0
9,CASH_IN,190782.35,C360463902,3909898.76,4100681.11,C2115178036,12054510.65,11863728.30,0,0
156,PAYMENT,2229.04,C1917034208,0.00,0.00,M547561886,0.00,0.00,0,0
302,PAYMENT,12773.16,C1108946693,0.00,0.00,M822653678,0.00,0.00,0,0
402,CASH_OUT,33905.64,C349068464,23286.00,0.00,C1723573475,348669.31,382574.95,0,0
13,CASH_OUT,225626.02,C1561473918,0.00,0.00,C1788314109,769999.71,995625.73,0,0
186,CASH_IN,249812.43,C1938532229,4849501.96,5099314.39,C239117939,3490031.15,3240218.72,0,0
135,CASH_IN,385114.24,C1452305699,3142555.97,3527670.21,C1039960084,2440796.68,2055682.44,0,0
35,CASH_OUT,153149.20,C1154144049,19990.00,0.00,C2006529130,0.00,153149.20,0,0
38,PAYMENT,12679.50,C1021331947,433761.31,421081.81,M259057197,0.00,0.00,0,0
94,CASH_IN,52425.19,C1125549608,22054026.15,22106451.34,C1860629160,124431.97,72006.78,0,0
330,CASH_OUT,14350.14,C43688760,0.00,0.00,C1688647511,24926.75,39276.90,0,0
19,CASH_OUT,290531.59,C1282364711,0.00,0.00,C1666572538,516540.97,807072.56,0,0
327,TRANSFER,611183.19,C316942023,0.00,0.00,C1732005037,1220721.92,1831905.11,0,0
355,CASH_OUT,280706.75,C734678983,43.00,0.00,C645240624,320325.50,601032.26,0,0
12,PAYMENT,1801.86,C1125811532,0.00,0.00,M588044724,0.00,0.00,0,0
307,PAYMENT,16033.15,C1403610867,0.00,0.00,M1072752161,0.00,0.00,0,0
274,CASH_OUT,450865.13,C765378110,0.00,0.00,C359456723,452391.62,903256.75,0,0
299,CASH_OUT,279913.27,C1678129560,89061.62,0.00,C74972092,2096596.13,2376509.39,0,0
285,CASH_OUT,31512.07,C552781765,11554.00,0.00,C1794049339,0.00,31512.07,0,0
378,CASH_IN,243763.69,C804966253,105651.00,349414.69,C1415379559,674483.54,430719.85,0,0
396,PAYMENT,11509.69,C200415846,133381.00,121871.31,M873348688,0.00,0.00,0,0
355,PAYMENT,15965.21,C1331156635,348980.00,333014.79,M463813264,0.00,0.00,0,0
305,TRANSFER,10000000.00,C479386568,0.00,0.00,C1009935859,20669601.34,43809868.51,0,0
255,PAYMENT,33018.17,C619616425,0.00,0.00,M1407184734,0.00,0.00,0,0
204,TRANSFER,457265.43,C1870066222,0.00,0.00,C2083767909,1591162.57,2048428.00,0,0
10,PAYMENT,11865.33,C38980473,3256536.90,3244671.58,M116349086,0.00,0.00,0,0
522,CASH_OUT,9621.61,C110351293,0.00,0.00,C1909373629,307963.37,317584.98,0,0
234,PAYMENT,54354.14,C148483311,30556.00,0.00,M2067669387,0.00,0.00,0,0
374,CASH_OUT,82208.86,C1586090414,0.00,0.00,C1295344699,236471.46,318680.32,0,0
8,PAYMENT,394.54,C1307343039,2323.00,1928.46,M637904446,0.00,0.00,0,0
159,PAYMENT,5057.11,C551447370,0.00,0.00,M803267025,0.00,0.00,0,0
187,PAYMENT,1094.65,C1146177923,0.00,0.00,M526402274,0.00,0.00,0,0
259,PAYMENT,15690.59,C1685766808,0.00,0.00,M1645809078,0.00,0.00,0,0
345,CASH_OUT,328976.94,C147344770,588.00,0.00,C1541296869,513823.93,842800.87,0,0
287,CASH_IN,212230.43,C1910747371,3179356.66,3391587.09,C1107248311,308316.18,96085.75,0,0
376,PAYMENT,17864.89,C2024868375,0.00,0.00,M846841637,0.00,0.00,0,0
184,CASH_OUT,84761.41,C400212885,511.00,0.00,C413562198,442058.66,526820.07,0,0
252,TRANSFER,189221.83,C1619057744,0.00,0.00,C2043248846,1662167.94,1851389.77,0,0
36,TRANSFER,1076807.71,C2040177169,70.00,0.00,C1258379616,221254.08,1298061.79,0,0
42,PAYMENT,12264.14,C1644305871,0.00,0.00,M1298201670,0.00,0.00,0,0
229,CASH_IN,214794.95,C1771219068,9747313.11,9962108.07,C2099785290,1061485.41,846690.46,0,0
249,CASH_IN,182727.16,C1833506403,49647.00,232374.16,C783823391,424565.87,241838.71,0,0
249,PAYMENT,26378.51,C1199830284,0.00,0.00,M1731107417,0.00,0.00,0,0
12,PAYMENT,2540.62,C1361766601,157008.76,154468.14,M1849127842,0.00,0.00,0,0
202,PAYMENT,5582.82,C377021609,0.00,0.00,M2042828010,0.00,0.00,0,0
161,CASH_OUT,292886.03,C1676496381,43848.00,0.00,C2012493957,205684.30,498570.33,0,0
354,CASH_IN,26906.37,C213418858,7960525.33,7987431.70,C2147458391,868349.86,841443.49,0,0
402,CASH_OUT,316389.46,C1304371742,191481.93,0.00,C910370179,562427.09,878816.55,0,0
205,CASH_OUT,480831.32,C1380302078,2349.00,0.00,C1254088610,0.00,480831.32,0,0
209,CASH_OUT,451559.23,C1787478398,0.00,0.00,C1047031032,3179995.30,3631554.53,0,0
258,CASH_OUT,64796.09,C296281684,0.00,0.00,C1903355723,2908666.31,2973462.40,0,0
189,CASH_OUT,64260.85,C1352538031,0.00,0.00,C840124767,654097.75,718358.60,0,0
396,CASH_IN,104335.59,C48952334,1334368.95,1438704.54,C873080200,1191579.52,1087243.93,0,0
331,CASH_OUT,141258.30,C739542461,147563.00,6304.70,C1078754617,0.00,141258.30,0,0
9,PAYMENT,13787.75,C832243508,7826.16,0.00,M260284471,0.00,0.00,0,0
659,PAYMENT,12859.00,C1724434,114001.56,101142.56,M1434808188,0.00,0.00,0,0
403,PAYMENT,21153.34,C166195246,162950.10,141796.75,M411685530,0.00,0.00,0,0
394,TRANSFER,3841660.03,C1550856525,184.00,0.00,C65713770,192758.79,4034418.82,0,0
235,PAYMENT,2221.01,C824535708,166842.27,164621.27,M491339291,0.00,0.00,0,0
38,CASH_OUT,172185.81,C850852715,0.00,0.00,C560185264,889649.23,1061835.04,0,0
162,CASH_OUT,70510.15,C8838605,0.00,0.00,C1560936805,1225033.79,1295543.94,0,0
132,PAYMENT,28413.66,C424587988,5839.00,0.00,M396280005,0.00,0.00,0,0
161,PAYMENT,11179.35,C1631016204,0.00,0.00,M288560374,0.00,0.00,0,0
186,CASH_IN,78160.15,C1063764219,12151.00,90311.15,C64283779,278675.41,200515.26,0,0
185,CASH_OUT,153765.64,C97912951,119990.00,0.00,C54952539,0.00,153765.64,0,0
14,CASH_IN,34914.04,C1652697945,3567906.78,3602820.82,C450313171,46295.00,0.00,0,0
379,CASH_IN,54917.70,C1541762638,107693.00,162610.70,C492214101,0.00,0.00,0,0
141,CASH_OUT,405533.38,C714719612,37666.68,0.00,C927317783,423262.86,828796.24,0,0
201,CASH_OUT,197538.12,C1650065699,310896.00,113357.88,C669485226,584536.67,782074.79,0,0
300,CASH_OUT,311451.06,C1350833303,0.00,0.00,C1296472775,6244077.88,6555528.94,0,0
21,PAYMENT,6862.69,C418502848,121989.00,115126.31,M1225478129,0.00,0.00,0,0
347,PAYMENT,8732.60,C1921413604,318691.71,309959.11,M657833892,0.00,0.00,0,0
34,TRANSFER,100304.48,C1755347554,31926.00,0.00,C554473559,0.00,100304.48,0,0
134,CASH_OUT,47111.75,C874759685,12.00,0.00,C1702392173,3562792.34,3609904.08,0,0
299,DEBIT,490.84,C292192701,0.00,0.00,C1789880329,36607.71,37098.55,0,0
301,PAYMENT,73361.37,C470359298,145040.62,71679.25,M614373283,0.00,0.00,0,0
397,CASH_OUT,537223.48,C1268126672,93.00,0.00,C1486651486,0.00,537223.48,0,0
8,PAYMENT,4862.82,C1495053802,49374.00,44511.18,M258696726,0.00,0.00,0,0
275,PAYMENT,1579.14,C847675651,335.00,0.00,M2011011725,0.00,0.00,0,0
7,CASH_OUT,108454.97,C1048743606,0.00,0.00,C569675628,235056.39,242656.13,0,0
131,CASH_OUT,185232.52,C1646034278,29916.00,0.00,C371062893,1575388.96,1760621.48,0,0
181,PAYMENT,14812.40,C16925743,171.00,0.00,M800627382,0.00,0.00,0,0
659,CASH_IN,378145.20,C1337404050,499504.72,877649.92,C653968777,636829.66,258684.46,0,0
347,TRANSFER,2081761.60,C1739302086,49736.00,0.00,C600626927,4048573.77,6130335.37,0,0
327,CASH_OUT,474211.40,C2062428581,0.00,0.00,C823725765,1834968.44,2309179.84,0,0
135,CASH_OUT,232139.28,C535373317,0.00,0.00,C1573752300,1047767.96,1279907.24,0,0
9,PAYMENT,2244.11,C220959665,0.00,0.00,M167127549,0.00,0.00,0,0
165,CASH_IN,80939.56,C147780127,161503.00,242442.56,C1998499292,108725.61,27786.05,0,0
133,CASH_IN,105732.77,C1151004539,4466432.63,4572165.40,C312362475,4252151.35,4146418.58,0,0
373,PAYMENT,35543.87,C670182079,0.00,0.00,M1114560859,0.00,0.00,0,0
163,CASH_OUT,483352.45,C1278780397,0.00,0.00,C1138675547,989526.90,1472879.35,0,0
369,DEBIT,2834.89,C1647595429,5742.00,2907.11,C1747456748,2042684.40,2045519.29,0,0
94,CASH_IN,74338.47,C454199795,1728294.57,1802633.03,C78180472,357472.60,283134.14,0,0
405,CASH_OUT,198217.26,C1880610115,300.00,0.00,C732981755,7888759.47,8086976.73,0,0
12,PAYMENT,1524.07,C2083359296,541622.21,540098.14,M710161939,0.00,0.00,0,0
203,PAYMENT,4095.48,C561997096,0.00,0.00,M623685452,0.00,0.00,0,0
249,CASH_OUT,63793.94,C1800614586,0.00,0.00,C2125874952,806021.87,869815.82,0,0
596,PAYMENT,7698.41,C2085042803,0.00,0.00,M1367403019,0.00,0.00,0,0
